Country,State,City,Name,Category - Final,Description,Website
Israel,,Ramat-Gan,WinkApp,Computer Vision,"WinkApp is a mobile app with image recognition technology that can link images with relevant mobile content, and is relevant in the adtech space. WinkApp increases the user conversion rate and creates an additional revenue stream from offline content.",http://www.winkapp.co
Sweden,,Gothenburg,Winningtemp,Human Resources,Technology developed to create prosperous and healthy workplaces.,http://www.winningtemp.com
Sweden,,Gothenburg,Wint,Fintech,Wint offers a platform that automates accounting using artificial intelligence.,http://www.wint.se
United Kingdom,,Edinburgh,Winterwell,Data Analytics,,http://www.winterwell.com/
United States,Ohio,Columbus,Wiretap,Defense/Security,"Wiretap empowers safe, intuitive, and intelligent collaboration by closing the security gaps inherent in today's ubiquitous Enterprise Social Networks (ESNs), as well as collaboration tools such as Microsoft Yammer, Workplace by Facebook, and Slack, by securing against intellectual property and confidential data leaks, insider threats, HR policy violations, compliance issues, and external sharing risks. As a critical part of an organization's overall security fabric, Wiretap encourages and facilitates safe collaboration by monitoring files and conversations, as well as blocking material or communication that could place a company at risk. The conversational and collaborative nature of these tools provides a natural 'water cooler' environment where employees share new ideas, collaborate on initiatives, share information and achieve greater collaboration than ever before.",http://www.wiretap.com
United Kingdom,,London,WIREWAX,Computer Vision,,https://www.wirewax.com/
United States,Massachusetts,Boston,WireWheel,Defense/Security,"Wirewheel combines machine learning, data science and cloud computing, to make it easy for CPOs and privacy teams to meet new data privacy and compliance challenges.",http://www.wirewheel.io
United States, California,San Francisco,Wise Athena,Sales/Marketing,Get the right prices every promotional cycle using artificial intelligence,https://wiseathena.com
United States,California,Berkeley,Wise.io,Communication,"Wise.io is a machine-learning powered service that delivers rapid, collaborative prototyping and production deployment of advanced machine learning solutions, and helps businesses find patterns and trends in their vast data stores.",http://www.wise.io
South Korea,,Seoul,Wisenut,Communication,AI chatbot and documentation,http://www.wisenut.com 
China,,Beijing ,WiseWeb,Software Development,"The group's core technology is the Internet big data intelligent processing, the original network intelligent robot technology can be based on PB -level big data, 100 million user portraits and emotional high performance computing, through the million-level robot network, and ultimately achieve the global Internet community intelligent behavior simulation , Emotional calculation and cognitive modeling.",http://www.wiseweb.com.cn/
Israel,,,Wiseye,Communication,Wiseye deals with transfering retail shelves into IoT,http://www.wiseye.co
Israel,,,Wisor,Fintech,"Wisor changes the way mortgages are granted and managed, moving from standardized to personalized loans. Its technology learns each borrower’s profile and then structures the optimal portfolio, matching risk and liquidity preferences.",http://www.wisor.io
United States, California,Palo Alto,Wit.ai,Software Development,Wit is an API for Siri-like voice interfaces (think Twilio for speech UI). The company enables developers to add a voice interface to their device or app in a few minutes.,http://www.wit.ai
China,,Hangzhou,Witspring,Healthcare,,http://www.witspring.com
United States, California,Palo Alto,WizCal,Communication,WizCal is disrupting the way people schedule meetings and manage their work calendars using A.I.,https://www.wizcal.me/Index.html
United States,New York,New York,Wizer,Sales/Marketing,"Wizer provides marketers and agencies with market research solutions for brand positioning, product and concept testing, advertising effectiveness measurement, utilizing proprietary artificial intelligence technology to deliver insightful client-ready research.",http://www.getwizer.com
Bahrain, Asia,Bahrain,WNNA,E-Commerce,WNNA is an AI driven contextual search that utilizes the web to provide users with personalized recommendations and monetizable actions., https://wnna.co/
China,,Beijing,Wo Ai Chuxing,Travel,Wo Ai Chuxing (æˆ‘çˆ±å‡ºè¡Œ) is a mobile application that helps users plan their next vacation using artificial intelligence services and 360-degree visualizations of potential travel destinations.,http://www.52cx.com
Israel,,Tel Aviv,WonderVoice,Communication,"WonderVoice, aka WonderVoice Technologies, is developing a voice assistant for apps using proprietary speech and social language technologies, allowing users to engage in vocal interaction with their favorite apps while using the smartphone and/or wearable electronics. Based on deep social language understanding, WonderVoice overcomes the incompetence of voice engines by leveraging big data and artificial intelligence, which is context and location aware enough to build a personalized and unique voice interface that is understandable to the user. With WonderVoice, users can chat, enjoy music, interact with news feeds, access location info, and more, using just their voice.",http://www.wondervoiceapp.com
Finland,,Tampere,WordDive,Education,WordDive is an AI-based mobile and online application for learning languages.,http://www.worddive.com
United States, California,Saratoga,WorkCompass,Human Resources,WorkCompass is an artificial intelligence platform for performance appraisals.,http://workcompass.com
Israel,,Tel Aviv,Workey,Human Resources,"Workey is an online recruitment platform. Workey finds openings that match skills and experience, and finds how users are connected to these employers.",http://www.workey.co
Israel,,Tel Aviv,Workey,Human Resources,Workey is a social recruitment platform designed to change the way people plan their career paths. Workey analyzes each user’s profile and matches them with the best opportunities at the right time in order to optimize their career development.,www.workey.com
